#nodeID	final
Prp8	2.66100892355e-05
RtGEF	2.6397561255e-05
Rcc1	2.62212106302e-05
wts	2.61778481388e-05
emb	2.59361081802e-05
ana2	2.59191215685e-05
Rack1	2.5891218081e-05
Argk	2.58614402864e-05
CkIalpha	2.58535824621e-05
Cnx14D	2.57531774191e-05
tws	2.57371063458e-05
CG1924	2.57265275116e-05
Rpn10	2.55233883951e-05
Snr1	2.54850166384e-05
AdSS	2.547306098e-05
CG8142	2.54130426564e-05
Ku80	2.52443601794e-05
sol	2.5141235329e-05
Sema1a	2.50958250679e-05
Pp1alpha-96A	2.50670309814e-05
CG2224	2.49432244017e-05
CG2260	2.49346576458e-05
CCT3	2.48712661256e-05
snRNP-U1-70K	2.48278727046e-05
Dp1	2.47857292886e-05
fz2	2.47282533392e-05
RpS5b	2.46876423957e-05
Vha16-1	2.46289102102e-05
Nup93-1	2.45506203576e-05
Dhx15	2.45209972997e-05
Sas-4	2.44876072337e-05
sip2	2.44710195347e-05
cpb	2.44088619275e-05
CG5144	2.44038050359e-05
CG4896	2.43375594713e-05
Cdc37	2.43130368696e-05
Myo61F	2.42976537071e-05
nonA	2.42652117469e-05
Ptip	2.42541877326e-05
pont	2.4187077126e-05
l(2)gl	2.41512468522e-05
par-1	2.41358300484e-05
NC2alpha	2.41181401915e-05
porin	2.4113846333e-05
Slmap	2.39608531712e-05
GlyRS	2.3952933101e-05
Traf4	2.38858854202e-05
Act57B	2.37766313401e-05
Gnf1	2.37591314655e-05
Zn72D	2.37287146198e-05
Smurf	2.37086205369e-05
UQCR-C1	2.3704137635e-05
HP6	2.37020217058e-05
CG15459	2.37010703972e-05
CG1218	2.36019471831e-05
CG10077	2.35257742998e-05
CG5921	2.34552078604e-05
jbug	2.34365135866e-05
CG5721	2.33560855931e-05
ICA69	2.33499014601e-05
Sec61alpha	2.3335712086e-05
mor	2.33110797018e-05
Axn	2.32917525617e-05
osk	2.32109892448e-05
pall	2.29482194555e-05
CG8206	2.29382454146e-05
CG17027	2.29168706689e-05
Cad99C	2.29094033316e-05
GluRIA	2.29093054291e-05
GluRIB	2.28929237805e-05
shv	2.28763575501e-05
nito	2.27755814669e-05
CG15525	2.27440545534e-05
Lig4	2.27301132894e-05
Sans	2.2703810358e-05
ValRS	2.26954489532e-05
CG9368	2.26873360233e-05
CG5327	2.26347675731e-05
Shmt	2.26059978509e-05
RPA3	2.25868137465e-05
RpS3A	2.2579874927e-05
CG1785	2.25707624611e-05
lwr	2.25463221003e-05
LSm1	2.25238049567e-05
RanBPM	2.24958023597e-05
CG3342	2.24693712123e-05
Keap1	2.24256868667e-05
mRpL52	2.24225204773e-05
Art1	2.23119289552e-05
Cdk5	2.23049607323e-05
CG15764	2.22991892617e-05
CG9121	2.22781000811e-05
CG10750	2.22390417846e-05
Tango10	2.22166033231e-05
TfAP-2	2.2204559316e-05
RpS7	2.21524412697e-05
Cyp6t3	2.21180363086e-05
CSN4	2.20826837512e-05
Rrp6	2.20597028404e-05
Fgop2	2.20565067791e-05
Rab6	2.20373666988e-05
Su(dx)	2.20124367416e-05
Max	2.1988492844e-05
nonA-l	2.18822407834e-05
Ube3a	2.18179848588e-05
Pi3K21B	2.18103793825e-05
TrxT	2.17801842999e-05
Uch-L5	2.17770400745e-05
wal	2.17162557861e-05
CG4872	2.1682590649e-05
JIL-1	2.1643463561e-05
RpS19b	2.15882616057e-05
awd	2.15743087669e-05
CG6769	2.15474845644e-05
ctrip	2.14542476342e-05
CG30122	2.14184772369e-05
dysc	2.13626825594e-05
HLH4C	2.13528387975e-05
CG7744	2.13481597219e-05
Taf1	2.13402949753e-05
Fak	2.1285213447e-05
Uch-L5R	2.1273457033e-05
htt	2.12410550057e-05
Wnt2	2.11923720731e-05
shot	2.11647693322e-05
Rok	2.11178579954e-05
Grip91	2.11166616745e-05
mago	2.10929396541e-05
spir	2.10919017321e-05
aurA	2.10764713017e-05
CG4849	2.09495198401e-05
Dif	2.09472296482e-05
Cp1	2.09397585907e-05
Nap1	2.09299702805e-05
Pc	2.0890911625e-05
His3	2.08805279249e-05
CG6617	2.07504773384e-05
MRP	2.07100740325e-05
Sf3a2	2.07094219854e-05
Csk	2.0704913347e-05
RpL7A	2.06962153567e-05
spn-A	2.06945855482e-05
crol	2.067579088e-05
Arf79F	2.0659820614e-05
Fmr1	2.0557372302e-05
CG2199	2.05476778375e-05
Pen	2.05127770082e-05
Rad51D	2.05008924789e-05
Rpt1	2.04585083064e-05
p115	2.03701286136e-05
clu	2.03351623702e-05
bel	2.03290838226e-05
Cad96Ca	2.03048265665e-05
Gprk2	2.02647190857e-05
RpL35A	2.0197525516e-05
Dhc64C	2.01831616153e-05
Rbp1-like	2.01638999542e-05
Rsf1	2.01126898218e-05
pbl	2.00778581329e-05
Raf	2.00656163515e-05
Rab23	2.00351520912e-05
Diap1	1.9979169178e-05
ppk16	1.99172338358e-05
mRpL44	1.98969524705e-05
Nach	1.98918055797e-05
olf413	1.98591967831e-05
SmD3	1.98397442033e-05
Tailor	1.97875677493e-05
Arp2	1.97781244363e-05
Cdc5	1.97719542654e-05
RpS16	1.97588766132e-05
CG3295	1.97452649165e-05
rau	1.97255791269e-05
CG30016	1.96739807414e-05
kst	1.96588091466e-05
RpS9	1.96122925515e-05
CCT6	1.95808838952e-05
HDAC4	1.95674362464e-05
kermit	1.95445884586e-05
CG31357	1.9517824594e-05
RpLP0	1.95166503021e-05
CCT5	1.94904794881e-05
Atg1	1.94515871453e-05
RhoGDI	1.94450630862e-05
Act88F	1.94185702454e-05
Set	1.94162098878e-05
d	1.94133168338e-05
Apc2	1.92855634964e-05
Jafrac1	1.92767646992e-05
Sam-S	1.92500578496e-05
CG43691	1.92317804411e-05
Sgf11	1.91225610263e-05
Hrb98DE	1.90896759957e-05
Wnt4	1.90715685563e-05
Dat	1.90709245573e-05
Non3	1.90537662554e-05
alphaTub84B	1.90521098759e-05
CG13887	1.90364115489e-05
Act87E	1.89512820976e-05
tsr	1.89405002603e-05
Hrb87F	1.89230864486e-05
fd59A	1.89211082343e-05
Syp	1.89096547689e-05
AcCoAS	1.89057507213e-05
Myo31DF	1.88857245041e-05
St1	1.88528234799e-05
CG7049	1.88453333188e-05
Act79B	1.88386074182e-05
CG32086	1.88342298215e-05
gogo	1.88225117022e-05
bs	1.8796888795e-05
crn	1.87894310697e-05
Caper	1.87870866569e-05
His3.3B	1.87750189595e-05
scra	1.87728917919e-05
eIF3i	1.87455667205e-05
Sec61beta	1.87428959111e-05
tum	1.8717712772e-05
His3.3A	1.87136945343e-05
cactin	1.87082336955e-05
Actn	1.86829781207e-05
Cdc42	1.85910073303e-05
Rpn3	1.85789872853e-05
asl	1.85556782128e-05
RpS6	1.85482631574e-05
Hsp23	1.8516606259e-05
drl	1.8508137196e-05
Rpt6	1.84601859756e-05
CG16817	1.84389756563e-05
alphaTub84D	1.84118537944e-05
His4	1.84027167964e-05
mira	1.83504191455e-05
SmD2	1.83443892186e-05
Atg17	1.82978765092e-05
RpS5a	1.82295037527e-05
pcs	1.82131832842e-05
Nek2	1.81766917878e-05
eIF4A	1.81244252649e-05
CG43143	1.81020374499e-05
sd	1.80432772228e-05
glo	1.80318100505e-05
CG14286	1.80162965516e-05
Meltrin	1.79991647715e-05
Gsc	1.79507629251e-05
fzr	1.79346313013e-05
Mtpalpha	1.79148663647e-05
dnt	1.79134637253e-05
ssp3	1.78419491581e-05
Hel25E	1.78240751961e-05
ds	1.78103465119e-05
St3	1.77516331459e-05
nkd	1.77224990395e-05
AsnRS	1.77055456564e-05
mib2	1.76995406483e-05
ft	1.76922889156e-05
ref(2)P	1.76114198822e-05
Atg9	1.76019116159e-05
sip1	1.75864516723e-05
rempA	1.75837398792e-05
cnn	1.75472688806e-05
CoRest	1.75423635336e-05
ATPsyngamma	1.75274991066e-05
AP-1-2beta	1.75184917424e-05
Cip4	1.75100791513e-05
alc	1.7485438063e-05
Traf6	1.74555652683e-05
mEFTu1	1.74357157325e-05
ZAP3	1.7418345894e-05
numb	1.74080412158e-05
Apc	1.73924292495e-05
REG	1.73873555261e-05
TfIIS	1.73763664242e-05
Pp2B-14D	1.73725144354e-05
LRP1	1.73720035582e-05
Top1	1.73352044269e-05
Kap-alpha3	1.73150850024e-05
Rab11	1.73148112254e-05
CG8545	1.73055236203e-05
otk	1.7284250845e-05
TSG101	1.7268423302e-05
CLIP-190	1.72471330879e-05
ttk	1.71946062264e-05
Cul4	1.71693356739e-05
CG6873	1.71288383335e-05
RfC3	1.71259742624e-05
HERC2	1.71231113156e-05
xmas-2	1.71218503333e-05
Dlip3	1.70906716259e-05
snf	1.699388827e-05
Scp2	1.69320250251e-05
AIF	1.69084049113e-05
Vav	1.68625719076e-05
SkpB	1.68489900844e-05
stau	1.68371909651e-05
yps	1.68331996736e-05
cno	1.6786162519e-05
CG4570	1.67635243456e-05
AsnS	1.67630180133e-05
Lk6	1.67622372438e-05
Tsc1	1.671874793e-05
PPP1R15	1.67009271118e-05
RpS10a	1.66957402951e-05
Sap-r	1.66933875057e-05
eIF3c	1.66908832508e-05
His4r	1.66736434349e-05
heph	1.66541681947e-05
CG4612	1.66264533303e-05
CG5599	1.65664165188e-05
RpS19a	1.65657651846e-05
hyx	1.65461016121e-05
Lmpt	1.65442960834e-05
RpL3	1.65187769348e-05
rump	1.65129686722e-05
CG3548	1.64747894292e-05
Arpc2	1.64476148833e-05
Jafrac2	1.64317066004e-05
U2af50	1.64131319315e-05
Calr	1.64000417259e-05
Syt12	1.6375991037e-05
Plod	1.63490537586e-05
Nup75	1.63386173347e-05
SAK	1.63354630374e-05
RhoGEF2	1.62594964481e-05
Tbp	1.622266294e-05
RpS13	1.62208880676e-05
CCT7	1.62170095857e-05
dre4	1.62081222398e-05
CG5376	1.61990855684e-05
Hip14	1.61913561062e-05
GckIII	1.61794006874e-05
RpS8	1.61113254e-05
rin	1.60754088743e-05
inaC	1.60724666848e-05
eEF1beta	1.60313066064e-05
GILT3	1.60226609549e-05
Prosalpha6	1.60181004223e-05
RpL26	1.59867202097e-05
CG7878	1.58964502902e-05
cry	1.58457598502e-05
Wnk	1.58333886554e-05
CG17565	1.57954526805e-05
rictor	1.57565007063e-05
Rpb8	1.57362503455e-05
RpL6	1.56502417842e-05
Vps39	1.56333255777e-05
Cbl	1.56159158408e-05
Prosalpha6T	1.56105777865e-05
Ns1	1.55905882395e-05
alphaCOP	1.55790611026e-05
CG9377	1.55636527339e-05
DNApol-alpha73	1.55556986656e-05
Ssrp	1.55452349625e-05
Rcd5	1.55335062621e-05
Plzf	1.55109219508e-05
bocks	1.54527175174e-05
FBXO11	1.54428570527e-05
Rheb	1.54213233581e-05
CG3529	1.54147674081e-05
Rab10	1.54107957211e-05
Rel	1.53901004776e-05
Psi	1.53426281179e-05
eff	1.53409525054e-05
Rpb7	1.53353610394e-05
eIF2alpha	1.53351400227e-05
cathD	1.53024920544e-05
E(z)	1.52967266282e-05
RpL12	1.52918056387e-05
mub	1.52849336496e-05
CG4611	1.52813915534e-05
ctp	1.5266048909e-05
foxo	1.52578308947e-05
CG8343	1.52215158624e-05
Eph	1.51890861226e-05
RpS24	1.5187056135e-05
nclb	1.51846192698e-05
Shc	1.51550395733e-05
Bsg25D	1.5154881498e-05
RfC4	1.51297387877e-05
NP15.6	1.51110958356e-05
Lsm12	1.50237314535e-05
e(r)	1.50225871955e-05
eIF3f1	1.50213701996e-05
E(spl)mgamma-HLH	1.50095452287e-05
CCT1	1.50015457379e-05
pAbp	1.49298400908e-05
step	1.49154742086e-05
nAChRalpha3	1.48806279163e-05
nAChRalpha2	1.48678534944e-05
Aldh	1.48518800602e-05
His1	1.48381098074e-05
CG9062	1.48334601811e-05
AnxB11	1.4813263081e-05
Srp54	1.4806783302e-05
nAChRalpha1	1.47870744608e-05
nAChRalpha4	1.47766414139e-05
nAChRbeta2	1.47766414139e-05
RpII215	1.47090333759e-05
SkpF	1.47071709241e-05
sima	1.47051765132e-05
Thiolase	1.46778161852e-05
Rab7	1.46647956783e-05
Cp110	1.46597748818e-05
ImpL3	1.46366736754e-05
WASp	1.45911656776e-05
Kr-h1	1.4553497223e-05
wg	1.45524541442e-05
SkpC	1.45354620081e-05
Mcm5	1.45345987727e-05
fax	1.45317268622e-05
Alk	1.45284361622e-05
HDAC6	1.45040984471e-05
AGO1	1.44765951046e-05
RpIII128	1.44423510959e-05
CG5746	1.44355911596e-05
CG31156	1.44226871596e-05
Hrs	1.43884446754e-05
Pfk	1.43825165229e-05
gnu	1.43674923802e-05
mus304	1.43638176609e-05
CRMP	1.43632434037e-05
blw	1.43541139377e-05
Pkn	1.43016635948e-05
Rtca	1.42997010604e-05
Cul5	1.4297371707e-05
Fib	1.42857569864e-05
VhaM8.9	1.42725894405e-05
mud	1.42708152905e-05
CG4038	1.42692280498e-05
stv	1.42651549793e-05
l(3)72Ab	1.42241986327e-05
Art8	1.42088379546e-05
PheRS-m	1.41902885e-05
SkpD	1.41603259814e-05
Sas-6	1.41433840294e-05
Prosalpha4	1.41301466627e-05
scaf6	1.41281679278e-05
AP-2alpha	1.41186777595e-05
Dlic	1.41146261127e-05
Cpr76Ba	1.4085576101e-05
CG13609	1.40633507539e-05
Dredd	1.40473289309e-05
twe	1.40358026889e-05
l(2)efl	1.40150689862e-05
CtBP	1.40119147142e-05
CG33156	1.40073828201e-05
fh	1.40070347397e-05
Arpc1	1.39965038844e-05
fw	1.39935410486e-05
ana1	1.39881860884e-05
CG31624	1.39530302812e-05
Frl	1.39459855784e-05
Prosalpha1	1.39407447957e-05
CG31988	1.39388007869e-05
Gbeta13F	1.38855295686e-05
eIF3j	1.38855201576e-05
RpL4	1.38758433676e-05
Rbf	1.38600188438e-05
CG17744	1.3858371844e-05
CG34325	1.38542528705e-05
Chi	1.38405649265e-05
mle	1.38279208245e-05
Dl	1.382614369e-05
CG30178	1.38166238469e-05
CG42319	1.3799665053e-05
CG32099	1.37793882291e-05
Gcn5	1.3772103269e-05
Ubr1	1.3756245752e-05
Nmdar1	1.37346436201e-05
Gbs-70E	1.37185985284e-05
ThrRS	1.37127699802e-05
CG3756	1.37089745448e-05
mRpS24	1.37010159175e-05
SREBP	1.37006372431e-05
Pkc98E	1.3622503625e-05
RpL30	1.35742803479e-05
Hr96	1.3572541997e-05
CG32066	1.35699440768e-05
CG14688	1.35671989812e-05
CG5380	1.35562847185e-05
Eb1	1.35341090566e-05
CG7185	1.35317258008e-05
CG17768	1.35277934167e-05
CG11267	1.34928737126e-05
RnpS1	1.34740641799e-05
hth	1.34637806127e-05
Magi	1.34595929313e-05
Nph	1.34568861639e-05
Gel	1.34319074662e-05
PyK	1.34277753847e-05
Graf	1.34003931703e-05
128up	1.33887642494e-05
CG5023	1.33721565882e-05
hfp	1.33491432956e-05
ftz-f1	1.33351765037e-05
Traf-like	1.33349930947e-05
eIF4E4	1.33349328217e-05
CG30382	1.33153832159e-05
Nrx-IV	1.32913973899e-05
RpS11	1.32798953247e-05
RpL36	1.32736971384e-05
cta	1.32719242396e-05
DAAM	1.32563672077e-05
regucalcin	1.3243186521e-05
His2Av	1.32270244301e-05
CG6891	1.32232265023e-05
Fer2LCH	1.32189948795e-05
Atg13	1.32177044817e-05
Syx1A	1.3215878462e-05
TbCMF46	1.31979581417e-05
Rtnl1	1.31818118281e-05
CycC	1.31568013256e-05
CG32445	1.31028163203e-05
CG33107	1.31012007829e-05
CycA	1.30853482269e-05
Mef2	1.30817945614e-05
Ppr-Y	1.30678792213e-05
Gug	1.30644660292e-05
Rpt3	1.3055415965e-05
CG9014	1.30544466886e-05
eIF3b	1.30492285624e-05
capu	1.30444176704e-05
dpn	1.30368251973e-05
HP1b	1.30336395663e-05
CCT4	1.30318483407e-05
SRPK	1.3011783809e-05
CG7154	1.298866805e-05
UQCR-C2	1.29797797384e-05
Lon	1.29589265882e-05
CG10576	1.29400727668e-05
SmD1	1.29393593018e-05
cact	1.29345902002e-05
spel1	1.29332976198e-05
RpS14a	1.29164879873e-05
Synd	1.29163916362e-05
Wee1	1.29078019799e-05
RpS2	1.28953301352e-05
Cpr100A	1.28902738038e-05
CG31075	1.28865606537e-05
Iswi	1.28804583255e-05
eIF3l	1.28786152978e-05
U2af38	1.28561104669e-05
scf	1.28393604265e-05
Pms2	1.28348006863e-05
vls	1.28338380544e-05
eIF3k	1.27994855915e-05
ebi	1.27854526984e-05
gammaCOP	1.27694756439e-05
wnd	1.27662183912e-05
Ssb-c31a	1.27455314939e-05
Nup107	1.27390537956e-05
RpL24	1.27357553937e-05
Stat92E	1.27301263587e-05
Acon	1.26986769402e-05
CG9920	1.26837815072e-05
RpL11	1.26769517477e-05
Lim1	1.26736626613e-05
stg	1.26404602624e-05
eEF1alpha2	1.26379409898e-05
tos	1.26154616409e-05
CG11505	1.25920259396e-05
vtd	1.25846686024e-05
RpL14	1.25776116681e-05
CG6888	1.25612213741e-05
RpS14b	1.2546330372e-05
pnr	1.25438345749e-05
CG2812	1.25258269456e-05
Dap160	1.25225524482e-05
CG17514	1.25178275986e-05
r	1.25173486993e-05
CG6972	1.25028660995e-05
RpL18A	1.25010240213e-05
ras	1.24632432587e-05
CG14641	1.24623124724e-05
dbe	1.24600999493e-05
Prp19	1.24524340899e-05
Tsr1	1.24501232399e-05
VhaSFD	1.2433848502e-05
RpL7	1.23945192953e-05
CG14151	1.23903443297e-05
Wnt5	1.23797967668e-05
Prosalpha2	1.23682267964e-05
Pdp1	1.23175090624e-05
Ptpa	1.23170822367e-05
DAT	1.22991596304e-05
CG7946	1.22768118073e-05
Sirt1	1.22737520655e-05
ade5	1.22551865636e-05
Sk2	1.22474883653e-05
CG11656	1.22389496343e-05
Moe	1.22097059306e-05
otk2	1.21846100224e-05
CG2021	1.21633691809e-05
ATPsynbeta	1.21557617866e-05
Pdi	1.21478267866e-05
Prosalpha4T1	1.21459095948e-05
Pcl	1.21079661378e-05
Orc1	1.20951550993e-05
fon	1.20860622721e-05
psq	1.20676526296e-05
GCS2beta	1.20663239247e-05
p130CAS	1.20523130537e-05
dia	1.2043052805e-05
Lap1	1.20422800504e-05
CG10465	1.20201671517e-05
trsn	1.20187555925e-05
Cp38	1.20180359107e-05
vig	1.19986007623e-05
RpL10Ab	1.19826638465e-05
Atg8a	1.19812054183e-05
CG14931	1.19765184926e-05
Blm	1.19633602452e-05
Tpi	1.19560388981e-05
CG6094	1.19463025759e-05
Cul2	1.19402367149e-05
Hip1	1.19295349583e-05
FKBP59	1.19267535982e-05
RpS17	1.19092504886e-05
mwh	1.18875599395e-05
rept	1.18715028024e-05
CG13321	1.18543867349e-05
pyd	1.1853943603e-05
ago	1.18464403742e-05
SmB	1.18352917369e-05
CG12493	1.18313433751e-05
P58IPK	1.1820394539e-05
CG7518	1.18170374358e-05
FK506-bp2	1.17899466826e-05
CR17024	1.17896223435e-05
CanA-14F	1.17833273465e-05
hyd	1.17729522618e-05
Phb2	1.17629317724e-05
GlyS	1.17577846745e-05
CG30393	1.17565515044e-05
Sf3b1	1.17527665967e-05
Capa	1.17467475439e-05
Ref1	1.17442449731e-05
lva	1.17392960368e-05
RpL18	1.17090466642e-05
msk	1.16937338429e-05
fs(1)K10	1.16878882242e-05
Dyb	1.1684934786e-05
Ahcy	1.16761180554e-05
gro	1.16425698015e-05
vap	1.16395221831e-05
CG9040	1.16270964144e-05
CG3822	1.1612287285e-05
Oat	1.16005452544e-05
CG15676	1.15892491249e-05
CG4706	1.15578851446e-05
eIF2beta	1.15565635994e-05
nau	1.15544613106e-05
RpLP1	1.15469868961e-05
CG32850	1.15404402124e-05
Cbp80	1.15319847291e-05
koi	1.15287041039e-05
CG31637	1.15225247581e-05
Abp1	1.15221652148e-05
Tab2	1.15041915013e-05
fru	1.1498541227e-05
hts	1.14979765035e-05
OstDelta	1.14741895848e-05
robl	1.14356052924e-05
